2007	6011	8474
2007	6011	8557
2007	6011	8485
2007	6011	8473
2007	6011	8777
2007	6011	8472
2007	6011	8529
2007	6011	8535
2007	6011	8471
2007	6011	8479
2007	6011	8470
2007	6011	8477
2007	6011	8478
2007	6011	8554
2007	2506	3627
2007	2506	3628
2007	2506	3650
2007	2506	3626
2007	2506	3592
2007	2506	3625
2007	9999	9999
2007	0504	1020
2007	0504	1010
2007	0504	1027
2007	0504	1028
2007	0504	1008
2007	0504	1007
2007	0504	1017
2007	0504	1011
2007	0504	1021
2007	0504	1090
2007	0504	1006
2007	0504	1009
2007	0504	1016
2007	0504	1026
2007	0504	1012
2007	0504	1428
2007	0504	1427
2007	0504	1002
2007	0504	1014
2007	0504	1024
2007	0504	1013
2007	0504	1003
2007	0504	1023
2007	2009	2683
2007	2009	2645
2007	2009	2643
2007	2009	2682
2007	2009	2691
2007	2009	2681
2007	2009	2689
2007	2009	2686
2007	2009	2607
2007	2009	2679
2007	2009	2690
2007	2009	2680
2007	2009	2687
2007	2009	2688
2007	6009	8465
2007	6009	8496
2007	6009	8611
2007	4504	7135
2007	4504	7125
2007	4504	7194
2007	4504	7115
2007	4504	7142
2007	4504	7105
2007	4504	7175
2007	4504	7155
2007	4504	7145
2007	4504	7141
2007	4504	7106
2007	4504	7126
2007	4504	7100
2007	4504	7160
2007	4504	7170
2007	4504	7140
2007	4504	7117
2007	4504	7118
2007	4504	7150
2007	1012	1468
2007	1012	3629
2007	1012	1297
2007	1012	1298
2007	1012	1442
2007	1012	1296
2007	1505	1365
2007	1505	1362
2007	5505	7370
2007	5505	7360
2007	5505	7371
2007	5505	7375
2007	5505	7373
2007	5505	7385
2007	5519	6013
2007	6015	7270
2007	6015	8439
2007	6015	7265
2007	2502	3590
2007	2502	3549
2007	2502	3546
2007	2502	3556
2007	2502	3588
2007	2502	3587
2007	2502	3547
2007	2502	3548
2007	2502	3550
2007	2502	3586
2007	2502	3589
2007	2502	3553
2007	2502	3606
2007	2502	3554
2007	2502	3545
2007	2502	3555
2007	1016	1196
2007	1016	1191
2007	1016	3610
2007	1016	1192
2007	1016	1193
2007	1501	4003
2007	1501	4004
2007	1501	4012
2007	1501	4002
2007	1501	4005
2007	1501	4009
2007	1501	4006
2007	1501	4011
2007	1501	4001
2007	1501	4007
2007	1501	4008
2007	1501	4000
2007	5501	7416
2007	5501	7417
2007	5501	7418
2007	5501	7531
2007	5501	7415
2007	2001	2648
2007	2001	2647
2007	2001	2660
2007	2001	2646
2007	2001	2649
2007	2001	2656
2007	2001	2651
2007	2001	2661
2007	2001	2652
2007	2001	2655
2007	2001	2653
2007	2001	2654
2007	6001	8447
2007	6001	8446
2007	6001	8525
2007	6001	8551
2007	6001	8526
2007	6001	6003
2007	6001	8445
2007	6001	7747
2007	6001	8527
2007	6001	8548
2007	0514	1058
2007	0514	1057
2007	0514	1091
2007	0514	1144
2007	0514	1077
2007	0514	1103
2007	0514	1081
2007	0514	1068
2007	0514	1067
2007	0514	1086
2007	0514	1060
2007	0514	1096
2007	0514	1070
2007	0514	1079
2007	0514	1076
2007	0514	1102
2007	0514	1066
2007	0514	1069
2007	0514	1080
2007	0514	1155
2007	0514	1267
2007	0514	1105
2007	0514	1061
